23990 54850 34984
23990 54850 34984
51820 17680 45899
8260 72060 18403
57100 3560 41440
8150 72380 3462
8150 72380 3462
8150 72380 3462
54590 71240 45899
11570 4450 41440
39270 96740 15500
21640 55170 4766
39710 30870 28634
39710 30870 28634
39710 30870 28634
37130 78450 45899
47640 62240 3786
47640 62240 3786
47640 62240 3786
79580 26760 7552
43460 90400 26599
53560 58980 17974
57340 7520 8737
71290 56560 16735
78960 74270 4538
56780 85970 23650
8490 20040 45899
36350 39400 4837
56780 73850 23650
50890 80230 4837
56360 97320 41440
70830 48570 7642
9030 25520 680
11680 23630 28871
34410 59320 4134
7740 78460 22047
36010 73610 23650
58770 81010 5639
28640 66560 10439
17510 17490 8752
13890 27210 18403
14930 36420 6057
3940 98120 701
3940 98120 701
34470 61460 6939
13300 2740 8167
34860 79680 41440
12740 52200 12271
12740 52200 12271
12740 52200 12271
47210 63330 4134
19720 13790 17552
53450 47010 4760
53450 47010 4760
53450 47010 4760
19710 94510 13489
41050 26420 17488
41050 26420 17488
62010 75350 8926
62010 75350 8926
43260 85460 23184
2160 18580 9829
50310 45570 45899
70940 86480 6939
27880 28890 3816
67260 850 11404
33370 25280 43715
220 71380 2516
45500 66620 6939
7990 45540 9829
75710 5010 45903
76430 65880 27699
72690 83700 18403
6000 77890 45899
46430 72960 24444
46430 72960 24444
46430 72960 24444
68050 50490 30962
68050 92110 30962
68050 50490 30962
68050 92110 30962
68050 50490 30962
68050 92110 30962
78960 3350 4538
26550 4590 4837
26550 4590 4837
26550 4590 4837
40390 10260 17974
76840 21770 4808
53720 76530 36423
40600 25610 9299
40600 25610 9299
40600 25610 9299
18110 26360 52561
39730 45180 45899
63260 69380 8997
63260 69380 8997
63260 69380 8997
43320 44080 4134
56740 77200 45899
79390 47790 45899
63840 7700 7552
63840 7700 7552
63840 7700 7552
36020 27610 5617
64490 66200 9829
64490 66200 9829
22740 34570 10620
6180 46540 8708
17240 55370 198540
43800 100440 262278
43800 100440 262278
43800 100440 262278
52830 4810 24651
52830 4810 24651
52830 4810 24651
55280 31820 20115
12160 9100 17883
12480 82960 9829
4920 67380 12876
4920 67380 12876
44050 29920 48159
48000 27870 15003
57960 17250 9121
58240 10040 14080
72200 7350 5617
72200 7350 5617
34160 54670 3462
12790 91740 37457
12790 91740 37457
32260 87750 6939
18300 2570 17974
18300 2570 17974
76620 74640 4837
18300 2570 17974
48880 67320 28573
45490 42180 37054
45490 42180 37054
58990 10850 24863
55600 75320 28355
55600 75320 28355
55600 75320 28355
4320 320 6400
61020 50970 45899
54990 40360 4134
14310 32000 44800
14310 32000 44800
15100 24480 6849
15100 24480 6849
66930 37260 4766
18020 74340 24863
41140 29550 9829
36620 16310 18881
36620 16310 18881
36620 16310 18881
56780 53800 23650
22590 53140 6939
1370 58350 9394
76010 86850 8048
76010 86850 8048
76010 86850 8048
39500 21180 42926
39910 100810 6147
39910 100810 6147
64760 30 50613
24840 33260 12880
70970 2260 4134
73220 43980 4766
56780 58640 23650
49410 87240 45595
60910 82640 28573
61290 35520 17974
61290 35520 17974
61290 35520 17974
21470 79340 4837
21470 79340 4837
21470 79340 4837
7820 13070 45595
68000 49200 6400
640 79440 45899
34750 910 24560
34750 910 24560
34750 910 24560
22820 75510 8997
2480 100060 6939
22180 42170 51852
12280 98380 8771
23590 52910 18209
23590 52910 18209
23590 52910 18209
36000 68410 18403
27930 85430 24560
27930 85430 24560
8200 2560 27699
74800 33370 4847
47980 36890 8167
47280 48680 45899
36010 33490 23650
51010 68010 4766
39400 43720 2118
1220 99150 8374
1220 99150 8374
8530 76770 45595
4410 89470 28573
59000 61400 4808
4230 48410 4134
79740 79470 44347
79740 79470 44347
79740 79470 44347
15610 8710 36375
70270 75670 36375
38700 15070 18881
38700 15070 18881
67260 93030 11404
61200 55970 45331
68680 1710 34984
4800 4820 4837
4800 4820 4837
4800 4820 4837
58230 45460 4837
58230 45460 4837
58230 45460 4837
57880 37000 20115
57880 37000 20115
7630 48530 18881
7630 48530 18881
26680 61990 9829
44210 62990 27699
44210 62990 27699
59330 94140 4766
61040 59320 4766
59330 94140 4766
59330 94140 4766
53610 11360 11888
2630 14630 11888
53610 11360 11888
2630 14630 11888
6220 74400 9318
55970 35140 24444
12510 51700 4134
15080 55020 45899
3290 67920 22927
51590 97940 8997
73730 99000 7018
68890 83810 3816
68890 83810 3816
73730 99000 7018
4360 20820 32475
17470 92240 7552
24610 98400 9829
5990 83400 6849
16430 93470 45595
16430 93470 45595
73320 56780 264983
14400 95240 45899
54260 21290 17552
54260 21290 17552
51560 54740 4766
13690 73440 4134
780 38310 4134
43930 9110 7552
43930 9110 7552
72100 65970 17974
72100 65970 17974
72100 65970 17974
8470 10960 4134
29800 81970 17974
29800 81970 17974
29800 81970 17974
67530 99620 6886
48290 54990 4837
67530 99620 6886
67530 99270 6886
48290 54990 4837
67530 99270 6886
48290 54990 4837
51930 5100 4837
31870 48410 7018
22180 14880 51852
9770 86730 4766
9770 86730 4766
9770 86730 4766
46260 77670 7552
46260 77670 7552
46260 77670 7552
13020 73690 10036
29130 19550 4134
18500 84320 8997
43050 55040 9299
60560 1250 8551
78950 51980 28573
33290 27000 27921
73820 62110 22927
48890 58670 8400
5020 53180 22927
78580 23460 4766
78580 23460 4766
78580 23460 4766
66500 63780 28573
66500 63780 28573
40910 99710 6848
40910 99710 6848
40910 99710 6848
51390 22890 12876
30580 15590 38839
61670 950 43715
61670 32060 43715
19470 13480 8997
68490 700 4837
68490 700 4837
32780 49070 3215
7050 41620 12322
62320 49070 5617
36010 15310 23650
20560 75380 18881
61670 17630 43715
61670 58720 43715
25800 77790 4766
12920 4160 13188
45590 98610 4766
45590 98610 4766
38270 67340 9318
38270 67340 9318
38270 67340 9318
38270 79490 9318
38270 79490 9318
38270 79490 9318
78440 55680 3462
78440 55680 3462
78440 55680 3462
5380 73580 4837
5380 73580 4837
5380 73580 4837
4360 23490 32475
37170 99460 28573
10490 2820 63949
41820 2580 9121
49480 86010 7018
49480 86010 7018
49480 86010 7018
24010 39510 23724
17220 78880 9318
950 61450 46652
23600 43660 4808
71880 97920 3462
79680 6360 19182
40440 10340 7303
10360 56590 6939
52480 9500 4134
56780 83630 23650
60470 68430 5639
68840 80030 18881
68840 80030 18881
76530 56340 17974
76530 56340 17974
76530 56340 17974
33640 69080 4134
5740 650 4134
27890 55600 11139
44370 35230 32475
79290 92610 6400
14780 44730 7552
14780 44730 7552
14780 44730 7552
58820 41890 12322
49200 82730 28573
66150 30740 22927
28810 7490 4847
3100 24180 12695
3160 20280 4134
3160 20280 4134
3160 20280 4134
70090 56110 9299
70090 56110 9299
73810 70250 4134
28810 7490 4847
33210 72670 18881
33210 72670 18881
34920 75930 3462
80540 68260 8847
65410 30970 9829
1930 39500 45015
23830 26690 9829
50070 47270 55424
7030 100280 3462
7030 100280 3462
58440 95200 35592
58440 95200 35592
51000 74870 45899
51000 74870 45899
51000 74870 45899
21570 60710 24560
34640 15480 4134
13040 48980 9808
13040 48980 9808
13040 48980 9808
29830 85890 36375
15250 42960 36375
80950 58560 4766
80950 58560 4766
80950 58560 4766
5480 31860 24560
27680 4870 9121
27680 4870 9121
27680 4870 9121
65040 25340 9121
65040 25340 9121
65040 25340 9121
35130 1920 11830
35130 1920 11830
51390 99470 12876
64650 32580 45899
31760 47940 3215
49010 76280 3462
49010 76280 3462
49010 76280 3462
19390 49800 55424
71180 36610 4134
58210 95290 8386
58210 95290 8386
58210 95290 8386
78970 42620 4837
450 39550 9808
450 39550 9808
71440 37930 9829
450 39550 9808
74830 72660 45899
71080 48860 9808
71080 48860 9808
71080 48860 9808
62270 57490 28840
28810 7490 4847
8340 1630 18881
8340 32420 18881
8340 1630 18881
8340 32420 18881
8340 1630 18881
8340 32420 18881
40350 58900 56041
67960 92860 12271
67960 92860 12271
67960 92860 12271
6940 47820 701
6940 47820 701
5770 40270 4134
10010 49060 7738
36010 22740 23650
20870 76760 35141
20870 76760 35141
20870 76760 35141
8140 68760 2516
30180 14550 45899
24250 50780 47156
56780 53350 23650
47090 18950 8585
43320 95330 4134
43320 90510 4134
21510 43790 21017
21510 43790 21017
72250 22000 18403
32370 66340 45899
63230 84330 38673
63230 84330 38673
74870 93490 45595
74870 93490 45595
80850 41270 4766
62570 98310 45595
44850 21060 14259
44850 21060 14259
26050 92060 3462
57370 89510 28573
57370 89510 28573
57370 89510 28573
50420 30410 4766
14580 97980 28573
48320 74920 4837
65300 97400 45899
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
880 40240 4780
72320 49790 26725
62780 63640 5639
62780 63640 5639
62610 45270 45899
13480 99340 10620
37270 13400 18229
37270 13400 18229
37270 13400 18229
55290 21650 9299
38940 10330 17974
38940 10330 17974
38940 10330 17974
20470 60810 6057
44740 2120 24560
36010 25490 23650
12690 95720 22047
25780 73640 209
25780 73640 209
25780 73640 209
19100 98460 45899
53130 8880 4766
53130 8880 4766
53130 8880 4766
53130 8880 4766
53130 8880 4766
74300 46850 14080
44860 69730 4134
44860 69730 4134
44860 69730 4134
77210 87330 13285
3070 40960 9808
3070 40960 9808
60720 33310 54980
3070 40960 9808
7900 16280 4766
33030 31930 4134
10220 1960 25620
10220 1960 25620
73910 23310 9381
73910 23310 9381
73910 23310 9381
36190 91720 4837
36190 91720 4837
36190 91720 4837
55180 37260 4766
16290 73830 6057
49270 92640 7303
49270 57500 7303
49270 92640 7303
49270 57500 7303
49270 57500 7303
49270 92640 7303
77040 64770 8167
25000 83170 6400
49950 34650 9121
49950 34650 9121
35890 41260 9829
69890 86740 8167
1050 100240 4134
66960 60680 9394
8650 77280 17974
8650 77280 17974
8650 77280 17974
46860 61500 6849
350 24210 56040
4360 4700 32475
44750 8410 7552
61940 13460 45595
61940 13460 45595
43280 36890 11979
43280 36890 11979
50990 47310 6848
50990 47310 6848
67890 38260 4134
30920 17420 45899
66840 57340 6848
66840 57340 6848
66840 57340 6848
35900 17760 3462
35900 17760 3462
58920 30 10439
17240 95760 198540
10900 67270 4766
27110 42200 6147
58920 39230 10439
13360 61540 18403
17420 46010 9116
17420 46010 9116
80770 93540 3816
80770 93540 3816
80770 93540 3816
44510 83260 17974
44510 83260 17974
31690 67510 17809
31690 67510 17809
31690 67510 17809
40090 100190 4766
40090 100190 4766
40090 100190 4766
25740 65710 24955
67030 24880 17974
67030 24880 17974
67030 24880 17974
20260 67220 262883
42270 16890 36375
70790 32710 36375
37050 37340 203624
25420 20150 56046
2090 71010 7922
2090 80320 7922
14020 50220 9829
31020 78150 17974
60690 56030 4766
48640 10230 24309
59960 28570 18403
17970 46910 4837
49350 73490 4134
56870 19370 28573
56870 19370 28573
48730 63580 8151
48730 63580 8151
48730 63580 8151
40680 58010 8167
19810 36120 22927
33230 28560 18881
8200 78220 27699
76470 7560 8167
33740 65280 45899
4360 4700 32475
74740 99630 59623
74740 99630 59623
74740 99630 59623
62690 45880 12322
59630 20910 7303
59630 20910 7303
77730 5890 12542
16170 47170 7552
720 22560 4766
720 22560 4766
720 22560 4766
37190 42380 45899
64580 56300 6939
41150 57570 6147
41150 57570 6147
29060 40370 4134
29060 40370 4134
29060 40370 4134
48000 27870 15003
29520 36580 18403
18650 24100 59587
18650 24100 59587
1010 65040 17974
18780 56430 132085
8940 92880 6848
8940 92880 6848
8940 92880 6848
37050 37340 203624
71430 41400 8369
36010 97340 23650
28330 10400 10164
48460 44130 4773
53980 79040 11979
53980 79040 11979
36010 36160 23650
69980 71510 4837
68310 88360 26599
40340 14030 265128
40340 14030 265128
40340 14030 265128
37050 37340 203624
6110 15720 45899
32690 32820 13489
43850 63930 12880
7130 84910 24560
68720 8380 4134
68720 8380 4134
68720 8380 4134
78260 11720 4134
78260 11720 4134
78260 11720 4134
33690 23920 9318
33690 23920 9318
33690 23920 9318
73680 66810 45899
28440 55600 24560
72440 79840 22927
13680 60970 28573
52140 64770 9829
72530 36800 9829
48000 27870 15003
2980 54380 63949
48630 26880 45899
63820 40080 4134
77010 39940 8400
7480 43300 45899
7480 31430 45899
9930 38040 9811
15220 79830 45899
25860 61230 7018
60660 78720 9829
67680 3820 17608
67680 3820 17608
8290 21030 4766
8290 21030 4766
8290 21030 4766
63710 20260 4134
500 87850 17974
77940 96680 9770
77940 96680 9770
77940 96680 9770
71710 1840 45899
56020 74210 17974
56020 74210 17974
56020 74210 17974
59860 22410 6128
59860 22410 6128
59860 22410 6128
65470 12070 4837
65470 12070 4837
65470 12070 4837
32080 4240 9121
57700 99690 32748
9170 43250 8342
51030 71620 3462
51030 71620 3462
71510 80440 63737
71510 92150 63737
35960 55510 9394
25190 60520 7552
73860 59540 5089
21910 22580 45595
21910 22580 45595
21910 22580 45595
3610 77220 52495
57210 18580 12880
58850 5560 6939
57700 99690 32748
9850 35010 4812
57620 41010 63949
23500 82990 9829
51240 12590 22927
19050 17200 134341
17100 42270 34168
48000 27870 15003
40310 27310 9845
19590 98110 9829
57700 99690 32748
76030 8220 45899
65740 73820 9829
12960 16500 60777
42560 53090 18881
55450 91930 8369
71760 59320 4766
76790 72780 48933
700 89360 12876
59710 8390 7545
69210 86170 9318
1530 81150 18881
53440 100290 7552
10590 18560 2516
10590 18560 2516
10590 18560 2516
10590 18560 2516
10590 18560 2516
10590 18560 2516
10590 18560 2516
10590 18560 2516
10590 18560 2516
10590 18560 2516
24590 54680 6939
14720 98430 7552
24590 89100 6939
50140 11090 55424
80370 53300 17974
80370 53300 17974
650 9680 45899
16470 69420 4134
55980 8290 9116
55980 8290 9116
55980 8290 9116
55980 8290 9116
43320 13090 4134
43320 13090 4134
43320 13090 4134
43320 13090 4134
43320 13090 4134
43320 13090 4134
43320 13090 4134
43320 13090 4134
43320 13090 4134
43320 13090 4134
43320 1530 4134
43320 1530 4134
43320 1530 4134
43320 1530 4134
43320 1530 4134
43320 1530 4134
43320 1530 4134
43320 1530 4134
43320 1530 4134
43320 1530 4134
10490 71770 63949
73870 42860 9121
73870 42860 9121
73870 42860 9121
11700 74440 28573
11700 74440 28573
11700 74440 28573
66270 26580 47524
40300 20930 24560
40300 20930 24560
40300 20930 24560
8620 30350 8167
48840 32600 10620
20510 69540 7922
20510 69540 7922
44370 4700 32475
17820 59270 6910
2000 58070 3462
2000 58070 3462
2000 58070 3462
9090 45540 9829
79670 48110 8167
59930 15220 9299
59930 15220 9299
59930 15220 9299
49060 62080 10036
9420 70040 4766
9420 70040 4766
9420 70040 4766
69430 23570 4837
5220 95610 9121
5220 95610 9121
23920 91390 28142
23920 91390 28142
20280 21750 18403
12100 27290 23724
12100 27290 23724
12100 27290 23724
44360 45390 45899
80880 57460 6939
80400 80760 38365
26500 45310 63949
80000 16380 5639
80000 16380 5639
52240 43170 11664
37050 37340 203624
73830 37160 9299
73830 37160 9299
15090 93470 4812
12000 8020 9299
12000 8020 9299
12000 8020 9299
31840 35320 17488
43130 9200 11698
43130 9200 11698
74250 47650 2516
39800 70020 4638
80110 36220 36375
42270 20940 36375
75740 93680 18403
16260 8040 9121
22780 48040 4134
22780 48040 4134
22780 48040 4134
59490 90730 6400
21450 37010 6400
51420 63930 28573
72060 27150 9829
64470 55080 3816
79240 79110 24086
39080 13670 9946
34780 52540 26599
43950 9060 4134
43950 9060 4134
43950 9060 4134
52750 38790 45899
36010 35030 23650
62260 26100 4134
53390 74050 51074
74150 52190 8167
34330 71520 4837
79660 36060 9829
79660 36060 9829
51620 30450 4766
19040 49600 4134
37560 58590 9318
37560 73100 9318
37560 73100 9318
37560 58590 9318
76790 11050 48933
1200 12510 42961
1200 12510 42961
1200 12510 42961
6300 6190 29073
59750 97890 21365
59750 97890 21365
59750 97890 21365
80090 12580 9116
34940 79630 12978
38750 73860 24940
34540 35230 10439
63930 99210 4766
27480 89800 4134
61880 32690 18747
36340 28070 45899
36340 28070 45899
36340 28070 45899
68090 20730 24560
75040 99210 13285
47770 10720 17638
14250 41560 11081
60440 97180 24560
16360 27780 33796
66010 60400 6400
47300 51040 47331
47770 10720 17638
52860 28430 4134
12080 65200 9050
67340 86160 18207
600 57590 9121
600 57590 9121
77980 1550 45543
32230 48440 3352
58420 78960 4837
58420 78960 4837
58420 78960 4837
6170 86860 9829
6170 86860 9829
6170 86860 9829
78960 100410 4538
58390 61910 6805
6680 10970 9050
6680 10970 9050
6680 10970 9050
49370 83770 11830
27220 52710 28573
47160 67390 265308
48000 27870 15003
1210 68510 4837
1210 68510 4837
1210 68510 4837
42760 26370 24086
2570 27710 4837
2570 27710 4837
2570 27710 4837
79600 21660 12880
38750 60320 24940
67730 1070 61036
36200 96730 28573
28510 45470 4837
58920 4700 10439
28510 45470 4837
28510 45470 4837
6410 69730 7922
6410 69730 7922
12750 81250 13977
12750 81250 13977
40280 2740 24560
11120 19520 17813
42430 71480 6939
34740 2880 9829
22510 53960 7303
16220 37540 7552
15440 11870 39289
43960 58010 9829
31930 100590 18403
16830 11870 4837
48000 27870 15003
23220 15580 18403
67090 5980 18403
76900 60400 9829
37050 37340 203624
32350 28970 8866
32350 28970 8866
17240 66280 198540
77190 57520 3352
44350 33760 1221
15600 58010 9829
35490 83780 17974
35490 83780 17974
35490 83780 17974
17850 65560 28048
9240 55170 4134
8380 81020 12735
700 20870 12876
58000 10190 6939
75230 95890 22927
45880 20720 26599
70980 9910 9808
66690 28650 4134
66690 28650 4134
66690 28650 4134
66690 28650 4134
28040 11000 4837
10790 28920 22927
10790 28920 22927
10790 28920 22927
78040 69030 4766
34230 64340 31094
67240 99190 17974
67240 99190 17974
67240 99190 17974
4310 85980 45899
28800 2910 4134
36250 83050 1267
35830 66630 5588
9920 14500 17883
2480 100320 6939
58590 22240 7552
37050 37340 203624
72070 42300 45543
33690 99990 9318
33690 99990 9318
33690 99990 9318
22650 14070 9829
5390 26520 4134
38410 49540 4837
