79630 67300 28281
15370 95360 18403
33500 41710 36375
15160 94130 45595
26620 49840 4788
69940 64010 13156
80670 24590 45899
32320 73770 9829
32320 73770 9829
18310 51180 8717
22330 55920 9829
60900 57110 9829
77850 15350 9299
77850 15350 9299
28850 78990 13489
39720 58680 29073
54420 36800 55424
68340 3300 34204
16000 97030 4134
55100 4700 29073
69500 49840 3462
50220 96020 45899
17210 2430 9121
73590 8690 6910
34300 19000 45899
700 1030 12876
18040 75770 7552
18040 75770 7552
18040 75770 7552
60000 27140 3462
67230 77360 45899
6080 52060 2609
36760 51110 2516
6550 65640 6057
31140 27540 18881
37680 62140 20473
11480 25740 10620
11480 25740 10620
11480 25740 10620
56060 31330 10481
28980 60620 4808
78960 67210 4538
58440 95200 35592
67260 48340 11404
42060 53360 18403
42060 53360 18403
42060 53360 18403
47650 49330 4760
65800 82040 17816
65800 82040 17816
65800 82040 17816
33040 56510 28300
20820 49130 45899
52550 7960 4134
39300 43180 15500
43320 68370 4134
77490 1270 10481
48300 25620 13188
48300 25620 13188
48300 25620 13188
34690 68430 9829
67260 29230 11404
23520 24540 25459
71670 72810 10620
71670 72810 10620
71670 72810 10620
23520 24540 25459
31100 84470 53006
21230 84110 45899
46170 11150 9116
46170 11150 9116
7070 21760 4134
46170 11150 9116
40370 35230 10439
1510 22190 5617
1510 22190 5617
1510 22190 5617
63540 48610 45543
15030 28360 8953
3320 74280 24560
17720 78850 13489
56390 33460 18881
67720 35720 24086
67720 35720 24086
67720 35720 24086
44620 35290 36375
39620 77070 36375
66330 80490 6830
52470 50520 4134
35990 27350 24445
71720 78720 9829
5600 30260 4780
73880 83420 64094
70120 81400 18403
71420 25270 6828
53810 42500 4134
20410 26230 9299
20410 26230 9299
8330 28870 4134
78960 23820 4538
58080 50800 23724
36120 59550 9299
64180 15200 59473
64180 15200 59473
64180 15200 59473
27780 78600 5483
76890 27830 3462
77150 74760 10318
35950 78290 12334
38810 74830 29073
66990 1040 28573
66990 1040 28573
66990 1040 28573
50690 89840 4837
50690 89840 4837
50690 89840 4837
75350 32810 63949
58290 94040 8075
38810 9950 29073
72430 3020 9394
18190 3020 9394
15500 63560 9808
15500 63560 9808
15500 63560 9808
58440 95200 35592
15500 63560 9808
17350 52480 36493
45740 6070 51655
30010 17730 18881
13800 56630 4837
13800 56630 4837
13800 56630 4837
76090 38330 9121
76090 38330 9121
76090 38330 9121
38580 8970 7482
38580 8970 7482
38580 8970 7482
42900 16860 45595
63250 48490 57043
74120 34430 7552
25890 96710 6181
27990 34400 28202
13530 71140 45595
30930 5260 9318
44010 5260 4766
36820 34640 11992
21490 74600 9299
29620 24730 27699
22690 78500 4837
20890 46040 7552
75940 70760 7303
48560 74800 7552
28980 72950 4808
2330 24820 5617
2330 24820 5617
2330 24820 5617
8810 44820 4766
43200 27030 6400
25480 62440 3462
75790 16620 4766
75790 16620 4766
75790 16620 4766
65120 49050 11830
65120 49050 11830
34540 15050 10439
58580 33440 4837
58580 33440 4837
32770 3640 2516
27150 61010 4837
27150 61010 4837
27150 61010 4837
4390 100580 24560
13070 12040 6849
16600 31150 7018
38930 86400 4134
38930 86400 4134
11180 13220 9829
38930 86400 4134
38810 76380 29073
23770 73250 7552
20130 74540 9299
20130 74540 9299
70020 18840 45899
8030 80690 18403
73670 39830 3462
30710 75520 45899
140 44180 22773
68160 49020 27699
68160 49020 27699
53930 60810 9121
33850 27460 9829
29690 22530 45899
77510 6800 45899
48430 12220 63949
76630 41740 4134
49670 66080 13802
9030 50140 680
6960 23070 41034
9260 52440 4766
9260 52440 4766
9260 52440 4766
64560 89250 4134
4300 92540 6412
4300 92540 6412
4300 92540 6412
4300 92540 6412
27230 23010 18403
7350 40270 4134
48070 76620 45899
23370 45050 4134
23370 45050 4134
23370 45050 4134
23370 45050 4134
56380 71660 18881
56380 71660 18881
56380 71660 18881
36070 35420 29107
36070 35420 29107
36070 35420 29107
48590 49960 63949
56840 55190 9829
55130 2670 24560
5890 77400 4134
58440 95200 35592
58440 95200 35592
54500 68900 6471
47590 17510 18881
47590 17510 18881
47590 17510 18881
310 53680 4766
36240 10240 4134
21150 77780 8866
3390 50070 18403
19650 65590 6939
4160 55130 31677
43980 24050 12357
43980 24050 12357
43980 24050 12357
25670 34510 4134
70040 69550 45899
64340 31980 18403
13210 87390 134312
13210 87390 134312
13210 87390 134312
58190 80490 47588
43770 90680 7738
43770 90680 7738
43770 90680 7738
63770 8670 27699
2980 80680 63949
54650 13990 21017
54650 13990 21017
27370 93350 8708
2340 53890 9569
74250 62100 2516
63010 44220 4134
9480 16040 17974
63010 44220 4134
9480 16040 17974
63010 44220 4134
9480 16040 17974
49880 68130 4134
65950 71450 18403
21620 81180 262616
63830 23590 44581
31820 6450 45899
70610 90200 13489
39670 45060 11664
39670 45060 11664
69790 70740 9121
56300 57940 202619
70360 24210 4134
56300 57940 202619
60520 35850 3462
60520 35850 3462
47360 55090 9299
47360 55090 9299
57300 29920 9829
57790 59590 28573
57790 59590 28573
79730 27610 45899
57790 59590 28573
55080 27180 9121
55080 27180 9121
55080 27180 9121
36820 34640 11992
10340 29770 6389
72890 98480 27866
10340 29770 6389
72540 90730 45899
700 69320 12876
80530 22630 9808
80530 22630 9808
80530 22630 9808
4010 28540 6128
4010 77370 6128
4010 31790 6128
4010 47220 6128
4010 37660 6128
4010 52280 6128
4010 56310 6128
4010 12560 6128
4010 84310 6128
4010 53380 6128
4010 10470 6128
4010 92620 6128
4010 25820 6128
4010 36750 6128
4010 6650 6128
4010 66510 6128
4010 96310 6128
4010 83130 6128
57720 76720 4775
4010 38010 6128
4010 85670 6128
4010 41990 6128
4010 91000 6128
4010 16610 6128
4010 64730 6128
4010 5490 6128
4010 14800 6128
4010 61590 6128
4010 21930 6128
4010 25790 6128
4010 45040 6128
4010 19470 6128
4010 50180 6128
4010 8350 6128
4010 75660 6128
4010 18460 6128
4010 45620 6128
4010 36290 6128
4010 53930 6128
34990 90540 9121
34990 90540 9121
75160 8780 4134
28390 45930 9121
28390 45930 9121
28390 45930 9121
16310 49870 4766
9580 34990 45899
19060 3340 18403
77950 5470 4837
77950 5470 4837
49690 24090 3243
64840 51000 4134
8720 38680 4837
8720 38680 4837
8720 38680 4837
18920 87870 3462
18920 87870 3462
6840 36800 9829
18920 87870 3462
59600 62670 4766
2800 36800 49100
670 83080 9121
34570 98630 9943
34570 98630 9943
34570 90040 9943
34070 28620 18881
58260 93560 4134
34070 28620 18881
34070 28620 18881
19610 2010 4134
19610 20350 4134
19610 2010 4134
19610 20350 4134
80210 99390 29073
8580 74450 6939
23610 71910 6830
79360 29720 23584
79360 29720 23584
6730 23650 6400
79360 29720 23584
14300 56620 36375
39620 90530 36375
36910 51880 18403
7490 68980 27699
27080 18860 11664
27080 18860 11664
50 94590 3462
16340 45190 12321
16340 45190 12321
41930 58010 9829
16340 45190 12321
67000 68430 8926
72620 24460 28573
35580 1740 18881
35580 1740 18881
35580 1740 18881
27620 78720 8167
3500 18580 21003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
48000 27870 15003
11490 78360 6939
13640 85540 9829
30390 98710 2516
48160 85450 18403
53670 41460 6828
37730 75450 10620
51610 69930 24560
12200 63200 5617
33890 8360 45903
63920 98550 18881
68690 12450 18881
44930 49250 45899
840 82810 4134
68690 12450 18881
68690 12450 18881
52340 98470 8167
78060 61260 17974
65970 77330 27866
65970 77330 27866
65970 77330 27866
34840 29730 18881
38080 42890 34984
24400 100820 18403
34550 63610 262440
34650 87230 45899
25300 38120 17974
25300 38120 17974
25300 38120 17974
44250 93620 18403
30500 65400 36937
38140 78720 9829
5540 49070 4134
4290 56480 18403
39340 10390 18106
39340 10390 18106
39340 10390 18106
39340 10390 18106
17600 10240 4837
7290 75910 31638
2220 75110 4847
31010 2740 48159
75120 8140 6939
21690 40940 24560
20830 36800 21003
75350 66540 63949
3210 89960 8376
2890 11670 9829
48520 50560 41440
55740 74770 4837
55740 74770 4837
55740 74770 4837
50430 31080 8151
21860 90730 9829
68520 59350 45899
65730 5170 7738
41320 41370 11830
41320 41370 11830
50200 87940 17488
50200 87940 17488
50200 87940 17488
49890 6860 45899
6350 23200 559
29700 15600 24560
44980 69470 9121
48930 73360 13124
6300 32430 29073
16900 7310 45595
5690 93840 28615
16900 7310 45595
16900 7310 45595
7520 27380 2119
4580 71140 13285
37670 26770 20115
37670 26770 20115
50030 12840 9121
50030 12840 9121
50030 12840 9121
52930 76750 3462
52930 76750 3462
52930 76750 3462
32880 5760 17917
32880 5760 17917
18660 66350 45595
26440 43330 28573
11320 19210 18403
32090 12210 9299
32090 12210 9299
32090 12210 9299
1410 34100 45899
3450 55210 12321
3450 55210 12321
3450 55210 12321
24640 58080 9121
24640 58080 9121
46500 81560 3462
46500 81560 3462
46500 81560 3462
39430 63020 59170
41220 70490 24086
41220 70490 24086
41220 70490 24086
61030 10690 18403
9950 2240 17222
26090 81930 5617
59000 57710 4808
4000 76940 6848
4000 76940 6848
54290 29150 45899
45810 51130 4837
37460 36660 4766
70670 82340 9121
70670 82340 9121
70670 82340 9121
36920 39060 45899
12620 11590 7922
12620 11590 7922
12620 11590 7922
40840 51670 25513
57490 51860 18403
50170 90670 9121
50170 90670 9121
17290 72080 24560
38320 20020 6939
62210 24260 5639
6850 39850 28573
22130 92130 9299
11860 10350 12301
11860 10350 12301
11860 10350 12301
31660 61180 4837
51120 90570 9121
37960 46640 17552
37960 46640 17552
37960 46640 17552
69090 79800 3462
31200 87360 24560
31200 87360 24560
31200 87360 24560
60190 77740 24835
20380 2240 18881
70770 97960 4766
70770 97960 4766
70770 97960 4766
60700 54980 27699
36010 69680 23650
2170 21060 4837
38380 31900 21246
75950 82820 17974
75950 82820 17974
75950 82820 17974
35930 94320 6400
23990 54850 34984
